"id","plot","trt","spp","rep","focal","allometry_method","total_leaf_area","leaf_length","stem_length","notes"
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,70.345,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,256.559,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,336.354,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,853.839,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,542.517,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,515.398,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,413.623,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,700.135,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,591.108,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,150.912,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,485.984,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,130.322,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,368.695,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,485.707,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,242.926,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,842.614,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,420.017,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,922.23,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,1009.39,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,123.647,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,258.4,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,424.077,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,504.915,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,592.447,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,380.955,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,381.454,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,357.263,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,300.199,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,515.181,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,497.588,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,531.691,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,367.017,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,355.685,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,547.439,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,154.083,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,848.388,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,286.042,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,307.377,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,447.067,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,240.044,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,958.588,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,204.612,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,358.7,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,102.034,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,324.373,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,221.002,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,237.257,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,385.469,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,170.397,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,521.119,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,133.912,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,795.705,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,110.464,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,619.194,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,119.864,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,370.077,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,291.977,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,200.412,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,554.264,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,448.133,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,945.739,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,342.744,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,71.003,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,143.186,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,449.312,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,235.058,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,573.041,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,197.879,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,334.801,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,151.341,NA,NA,NA
"sla_NA_NA_NA_NA","sla",NA,NA,NA,"n",NA,364.796,NA,NA,NA
"plot3_weed_mai_sla_01",NA,NA,NA,NA,"n","manual",NA,10.7,23.8,NA
"plot3_weed_mai_sla_02",NA,NA,NA,NA,"n","manual",NA,18.6,64.8,NA
"plot3_weed_mai_sla_03",NA,NA,NA,NA,"n","manual",NA,14.5,45.7,NA
"plot3_weed_mai_sla_04",NA,NA,NA,NA,"n","manual",NA,11.6,31.4,NA
"plot3_weed_mai_sla_05",NA,NA,NA,NA,"n","manual",NA,13.2,34.1,NA
"plot3_amb_mai_sla_01",NA,NA,NA,NA,"n","manual",NA,7.7,13.9,NA
"plot3_amb_mai_sla_02",NA,NA,NA,NA,"n","manual",NA,16.9,55.1,NA
"plot3_amb_mai_sla_03",NA,NA,NA,NA,"n","manual",NA,15.1,50.4,NA
"plot3_amb_mai_sla_04",NA,NA,NA,NA,"n","manual",NA,14.6,47.4,NA
"plot3_amb_mai_sla_05",NA,NA,NA,NA,"n","manual",NA,15.9,50.5,NA
"plot5_weed_mai_sla_01",NA,NA,NA,NA,"n","manual",NA,12.1,25.7,NA
"plot5_weed_mai_sla_02",NA,NA,NA,NA,"n","manual",NA,19.8,63.5,NA
"plot5_weed_mai_sla_03",NA,NA,NA,NA,"n","manual",NA,15.9,47.9,NA
"plot5_weed_mai_sla_04",NA,NA,NA,NA,"n","manual",NA,19.9,60.3,NA
"plot5_weed_mai_sla_05",NA,NA,NA,NA,"n","manual",NA,20.3,70.7,NA
"plot5_weed_mai_sla_06",NA,NA,NA,NA,"n","manual",NA,10,18.7,NA
"plot5_weed_mai_sla_07",NA,NA,NA,NA,"n","manual",NA,13,31.3,NA
"plot5_amb_mai_sla_01",NA,NA,NA,NA,"n","manual",NA,18,56.8,NA
"plot5_amb_mai_sla_02",NA,NA,NA,NA,"n","manual",NA,16.6,50.1,NA
"plot5_amb_mai_sla_03",NA,NA,NA,NA,"n","manual",NA,20.2,76.9,NA
"plot5_amb_mai_sla_04",NA,NA,NA,NA,"n","manual",NA,8.4,15.2,NA
"plot5_amb_mai_sla_05",NA,NA,NA,NA,"n","manual",NA,13.1,26.5,NA
"plot5_amb_mai_sla_06",NA,NA,NA,NA,"n","manual",NA,13.3,36.7,NA
"plot5_amb_mai_sla_07",NA,NA,NA,NA,"n","manual",NA,19.6,69.6,NA
"plot6_weed_mai_sla_01",NA,NA,NA,NA,"n","manual",NA,19.1,67.5,NA
"plot6_weed_mai_sla_02",NA,NA,NA,NA,"n","manual",NA,17.1,55.9,NA
"plot6_weed_mai_sla_03",NA,NA,NA,NA,"n","manual",NA,10.1,17,NA
"plot6_weed_mai_sla_04",NA,NA,NA,NA,"n","manual",NA,14.6,44.7,NA
"plot6_weed_mai_sla_05",NA,NA,NA,NA,"n","manual",NA,13.5,31,NA
"plot6_weed_mai_sla_06",NA,NA,NA,NA,"n","manual",NA,11.1,26.1,NA
"plot6_weed_mai_sla_07",NA,NA,NA,NA,"n","manual",NA,16.6,46.4,NA
"plot6_weed_mai_sla_08",NA,NA,NA,NA,"n","manual",NA,15,40.9,NA
"plot6_weed_mai_sla_09",NA,NA,NA,NA,"n","manual",NA,21.2,67.7,NA
"plot6_weed_mai_sla_10",NA,NA,NA,NA,"n","manual",NA,10.3,18.9,NA
"plot6_amb_mai_sla_01",NA,NA,NA,NA,"n","manual",NA,14.1,41.3,NA
"plot6_amb_mai_sla_02",NA,NA,NA,NA,"n","manual",NA,16.3,46.7,NA
"plot6_amb_mai_sla_03",NA,NA,NA,NA,"n","manual",NA,12.3,22.3,NA
"plot6_amb_mai_sla_04",NA,NA,NA,NA,"n","manual",NA,19.1,66.1,NA
"plot6_amb_mai_sla_05",NA,NA,NA,NA,"n","manual",NA,14.1,32.1,NA
"plot6_amb_mai_sla_06",NA,NA,NA,NA,"n","manual",NA,14.6,41.2,NA
"plot6_amb_mai_sla_07",NA,NA,NA,NA,"n","manual",NA,14.7,45.5,NA
"plot6_amb_mai_sla_08",NA,NA,NA,NA,"n","manual",NA,12,26.9,NA
"plot6_amb_mai_sla_09",NA,NA,NA,NA,"n","manual",NA,20.5,72.5,NA
"plot6_amb_mai_sla_10",NA,NA,NA,NA,"n","manual",NA,13.4,31,NA
"plot3_weed_tri_sla_01",NA,NA,NA,NA,"n","imagej",NA,14.9,NA,NA
"plot3_weed_tri_sla_02",NA,NA,NA,NA,"n","imagej",NA,9.9,NA,NA
"plot3_amb_tri_sla_01",NA,NA,NA,NA,"n","imagej",NA,14.5,NA,NA
"plot3_amb_tri_sla_02",NA,NA,NA,NA,"n","imagej",NA,14,NA,NA
"plot3_amb_tri_sla_03",NA,NA,NA,NA,"n","imagej",NA,10.5,NA,NA
"plot3_amb_tri_sla_04",NA,NA,NA,NA,"n","imagej",NA,13.4,NA,NA
"plot3_amb_tri_sla_05",NA,NA,NA,NA,"n","imagej",NA,7.4,NA,NA
"plot5_weed_tri_sla_01",NA,NA,NA,NA,"n","imagej",NA,14.5,NA,NA
"plot5_weed_tri_sla_02",NA,NA,NA,NA,"n","imagej",NA,16.5,NA,NA
"plot5_weed_tri_sla_03",NA,NA,NA,NA,"n","imagej",NA,15.2,NA,NA
"plot5_weed_tri_sla_04",NA,NA,NA,NA,"n","imagej",NA,14.5,NA,NA
"plot5_weed_tri_sla_05",NA,NA,NA,NA,"n","imagej",NA,14.2,NA,NA
"plot5_weed_tri_sla_06",NA,NA,NA,NA,"n","imagej",NA,16.3,NA,NA
"plot5_weed_tri_sla_07",NA,NA,NA,NA,"n","imagej",NA,16.3,NA,NA
"plot5_weed_tri_sla_08",NA,NA,NA,NA,"n","imagej",NA,15.3,NA,NA
"plot5_weed_tri_sla_09",NA,NA,NA,NA,"n","imagej",NA,17.2,NA,NA
"plot5_weed_tri_sla_10",NA,NA,NA,NA,"n","imagej",NA,16.5,NA,NA
"plot5_amb_tri_sla_01",NA,NA,NA,NA,"n","imagej",NA,16.6,NA,NA
"plot5_amb_tri_sla_02",NA,NA,NA,NA,"n","imagej",NA,15.1,NA,"no leaf tip on some leaves (wilted off)"
"plot5_amb_tri_sla_03",NA,NA,NA,NA,"n","imagej",NA,18.7,NA,NA
"plot5_amb_tri_sla_04",NA,NA,NA,NA,"n","imagej",NA,17.5,NA,"no leaf tip on some leaves (wilted off)"
"plot5_amb_tri_sla_05",NA,NA,NA,NA,"n","imagej",NA,11.1,NA,NA
"plot5_amb_tri_sla_06",NA,NA,NA,NA,"n","imagej",NA,16.9,NA,NA
"plot5_amb_tri_sla_07",NA,NA,NA,NA,"n","imagej",NA,10.3,NA,NA
"plot5_amb_tri_sla_08",NA,NA,NA,NA,"n","imagej",NA,14.7,NA,"no leaf tip on some leaves (wilted off)"
"plot5_amb_tri_sla_09",NA,NA,NA,NA,"n","imagej",NA,15.4,NA,"no leaf tip on some leaves (wilted off)"
"plot5_amb_tri_sla_10",NA,NA,NA,NA,"n","imagej",NA,16,NA,"no leaf tip on some leaves (wilted off)"
"plot6_weed_tri_sla_01",NA,NA,NA,NA,"n","imagej",NA,14.8,NA,NA
"plot6_weed_tri_sla_02",NA,NA,NA,NA,"n","imagej",NA,10.5,NA,NA
"plot6_weed_tri_sla_03",NA,NA,NA,NA,"n","imagej",NA,16.9,NA,NA
"plot6_weed_tri_sla_04",NA,NA,NA,NA,"n","imagej",NA,13.3,NA,NA
"plot6_weed_tri_sla_05",NA,NA,NA,NA,"n","imagej",NA,17.3,NA,NA
"plot6_weed_tri_sla_06",NA,NA,NA,NA,"n","imagej",NA,12.8,NA,NA
"plot6_weed_tri_sla_07",NA,NA,NA,NA,"n","imagej",NA,14.7,NA,NA
"plot6_weed_tri_sla_08",NA,NA,NA,NA,"n","imagej",NA,11.9,NA,NA
"plot6_weed_tri_sla_09",NA,NA,NA,NA,"n","imagej",NA,12.8,NA,NA
"plot6_weed_tri_sla_10",NA,NA,NA,NA,"n","imagej",NA,7.7,NA,NA
"plot6_amb_tri_sla_01",NA,NA,NA,NA,"n","imagej",NA,10.7,NA,NA
"plot6_amb_tri_sla_02",NA,NA,NA,NA,"n","imagej",NA,9.5,NA,NA
"plot6_amb_tri_sla_03",NA,NA,NA,NA,"n","imagej",NA,15.1,NA,NA
"plot6_amb_tri_sla_04",NA,NA,NA,NA,"n","imagej",NA,12,NA,NA
"plot6_amb_tri_sla_05",NA,NA,NA,NA,"n","imagej",NA,11.4,NA,NA
"plot6_amb_tri_sla_06",NA,NA,NA,NA,"n","imagej",NA,14.7,NA,NA
"plot6_amb_tri_sla_07",NA,NA,NA,NA,"n","imagej",NA,11.5,NA,NA
"plot6_amb_tri_sla_08",NA,NA,NA,NA,"n","imagej",NA,15.2,NA,NA
"plot6_amb_tri_sla_09",NA,NA,NA,NA,"n","imagej",NA,9.6,NA,NA
"plot6_amb_tri_sla_10",NA,NA,NA,NA,"n","imagej",NA,14.6,NA,NA
