obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccH2O_des,CO2_hrs,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
76,1718976802,466.9000001,20240621 08:33:22,8:33:22,5,1476,ozzie,1718976794,0.001178339,1.178338563,5.108006115,1194.823846,1009.425775,99.95605556,118.3146713,0.055793932,2.910893607,0.055206562,0.034556359,321.5195952,31.6949942,31.6949942,4.693265412,62.03671517,2.658162805,4.284821976,2.035102607,-51.96473063,-250.4083928,-19.29819621,-0.151724481,27.02757141,1.176260996,5.108006115,1276.257273,1252.469939,3.445413853,64.72,1.178338563,25.476058,26.85192606,1.26E-05,125.0251122,0,0,1,0,51815,2000.026154,1681.221669,0.840599842,0.160757695,6,0.5,0: Broadleaf,2,TRUE,1718976794,1194.823846,1228.942308,26.84397692,25.4704,1198.792308,26.45902308,500.0166154,98.92274615,0.099943831,30.09934615,30.43690769,999.9,0,0,10001.77769,0,4.562915385,-34.11995385,1227.78,1261.063077,1.37358,1228.942308,25.4704,2.655479231,2.519600769,22.01219231,21.15366154,2000.026154,0.980006077,0.019994354,0,2.1748,0,24481.57692,17404.08462,38.625,39,38.20638462,37.92746154,38.24515385,1960.036154,39.99,0,1718976771,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-34.07924286,-0.370955844,0.368947398,0,1.373703333,-0.000355325,0.000633804,1,1,2,2-Jan,3.13132,2.77827,0.205892,0.208838,0.122204,0.118314,29904.2,32010.1,34070.4,36668.1,42202.9,46362.1,53141.2,58553.3,1.9702,1.95985,0.138007,0,28.1931,999.9,71.261,27.019,25.8132,60.692,47.5361,1,-0.0405793,0,20.1607,5.19752,12.0099,4.9752,3.29383,9999,9999,999.9,9999,1.86298,1.86777,1.86752,1.86874,1.86959,1.86563,1.86669,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.98,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34510.1,34509.9,2.45728,2.56836,1.54785,2.28882,1.64673,2.3645,31.0419,15.603,18,502.434,488.2,28.3229,26.8523,30.0002,26.7917,26.7411,49.2865,0,100,-999.9,1275.96,25.5506,96.6055,94.9006,NA
77,1718976807,471.9000001,20240621 08:33:27,8:33:27,5,1476,ozzie,1718976799,0.001179617,1.179616995,5.238003777,1211.382308,1021.893788,101.1905318,119.9541688,0.055855243,2.913117247,0.055267033,0.034594228,321.5116152,31.69689352,31.69689352,4.693771102,62.03717751,2.658703752,4.285662015,2.03506735,-52.02110948,-250.3615789,-19.28036598,-0.151439205,26.76161417,1.176892328,5.238003777,1291.618012,1268.674485,3.247851082,64.72,1.179616995,25.47920944,26.85656061,1.07E-05,125.0251122,0,0,1,0,51794,1999.976154,1681.179669,0.840599857,0.160757724,6,0.5,0: Broadleaf,2,TRUE,1718976799,1211.382308,1245.205385,26.84947692,25.47519231,1215.356923,26.46451538,500.0245385,98.9226,0.099953008,30.10276154,30.4403,999.9,0,0,10014.52,0,4.280093077,-33.8251,1244.802308,1277.757692,1.374290769,1245.205385,25.47519231,2.656019231,2.520071538,22.01551538,21.15670769,1999.976154,0.980005615,0.019994831,0,2.185176923,0,24447.22308,17403.64615,38.625,39,38.22576923,37.937,38.25,1959.986154,39.99,0,1718976776,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-33.90975714,3.724690909,0.603269833,0,1.37404,0.007601299,0.001115744,1,1,2,2-Jan,3.13126,2.77808,0.207565,0.210602,0.122216,0.118329,29841.3,31938.6,34070.5,36667.9,42202.6,46361.4,53141.3,58553.2,1.97057,1.95923,0.137061,0,28.2003,999.9,71.261,27.019,25.8112,60.492,48.0529,1,-0.105056,0.0697168,20.1606,5.19767,12.0099,4.97515,3.29385,9999,9999,999.9,9999,1.86301,1.86774,1.86752,1.86874,1.8696,1.86564,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.98,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34510.1,34509.9,2.48779,2.59399,1.54785,2.28882,1.64673,2.20337,31.0419,15.5855,18,502.71,487.831,28.3255,26.8557,30.0005,26.7951,26.7442,49.7996,0,100,-999.9,1289.52,25.5506,96.6057,94.9004,NA
78,1718976812,476.9000001,20240621 08:33:32,8:33:32,5,1476,ozzie,1718976804,0.001177889,1.177889403,5.108629022,1227.829231,1041.220556,103.1043858,121.5828653,0.055762407,2.914318757,0.055176379,0.034537376,321.5108785,31.6998717,31.6998717,4.694564135,62.03639504,2.659150346,4.286435961,2.035413789,-51.94492268,-250.4384491,-19.27891718,-0.151410375,26.66516154,1.177307771,5.108629022,1309.368587,1285.752606,3.411823377,64.72,1.177889403,25.48385416,26.85917212,7.06E-06,125.0251122,0,0,1,0,51932,1999.971538,1681.175792,0.840599859,0.160757727,6,0.5,0: Broadleaf,2,TRUE,1718976804,1227.829231,1261.559231,26.85396923,25.47925385,1231.809231,26.46901538,500.042,98.92267692,0.099941415,30.10590769,30.43877692,999.9,0,0,10021.39385,0,4.042462308,-33.73103077,1261.708462,1294.543846,1.374719231,1261.559231,25.47925385,2.656466154,2.520476154,22.01826154,21.15933077,1999.971538,0.980005615,0.019994831,0,2.158938462,0,24416.55385,17403.6,38.625,39,38.24030769,37.937,38.25,1959.981538,39.99,0,1718976781,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-33.879335,2.771309774,0.616016254,0,1.374252,0.007775639,0.001196276,1,1,2,2-Jan,3.13125,2.77825,0.209287,0.212301,0.122226,0.118338,29776.5,31870,34070.4,36667.9,42202.1,46361.1,53141,58553.1,1.97045,1.95952,0.137031,0,28.2067,999.9,71.261,27.039,25.8423,59.932,47.5681,1,-0.0398044,0,20.1606,5.19767,12.0099,4.97525,3.29393,9999,9999,999.9,9999,1.86304,1.86777,1.86752,1.86874,1.8696,1.86562,1.86671,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.99,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34510.2,34510,2.51831,2.5769,1.54785,2.28882,1.64673,2.37427,31.0419,15.603,18,502.654,488.051,28.3284,26.8591,30.0004,26.7978,26.7476,50.3583,0,100,-999.9,1309.71,25.5506,96.6053,94.9002,NA
79,1718976817,481.9000001,20240621 08:33:37,8:33:37,5,1476,ozzie,1718976809,0.001179377,1.179376799,5.371841945,1244.140769,1049.592775,103.9334719,123.1981325,0.055806865,2.911631619,0.055219372,0.034564376,321.5069499,31.70507593,31.70507593,4.695950199,62.03106834,2.659571257,4.287482591,2.036378943,-52.01051686,-250.3567159,-19.29131267,-0.151595546,26.67470806,1.177606662,5.371841945,1326.318503,1302.577394,3.372519481,64.72,1.179376799,25.48760878,26.86464788,1.29E-05,125.0251122,0,0,1,0,51608,1999.946923,1681.155115,0.840599866,0.160757741,6,0.5,0: Broadleaf,2,TRUE,1718976809,1244.140769,1277.906923,26.85820769,25.4831,1248.126154,26.47326154,500.0240769,98.92266154,0.100001738,30.11016154,30.43833077,999.9,0,0,10006.00923,0,3.901156154,-33.76696154,1278.476923,1311.323077,1.375105385,1277.906923,25.4831,2.656884615,2.520856923,22.02083846,21.16179231,1999.946923,0.980005385,0.019995069,0,2.193876923,0,24392.94615,17403.38462,38.625,39.01430769,38.24515385,37.937,38.25,1959.956923,39.99,0,1718976786,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-33.787065,-2.202735338,0.561131656,0,1.3748965,0.001940301,0.000860804,1,1,2,2-Jan,3.13119,2.77795,0.210993,0.214067,0.122241,0.118352,29712,31798.1,34070,36667.4,42201.5,46359.9,53140.9,58552.3,1.97038,1.95965,0.13677,0,28.2125,999.9,71.261,27.039,25.8437,60.632,47.9688,1,-0.0394487,0,20.1607,5.19782,12.0099,4.9753,3.29388,9999,9999,999.9,9999,1.86299,1.86777,1.86752,1.86874,1.86961,1.86558,1.86672,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4,0.385,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34510.3,34510.1,2.5415,2.59888,1.54785,2.28882,1.64673,2.27295,31.0419,15.5855,18,502.635,488.16,28.332,26.8626,30.0005,26.8012,26.7509,50.8666,0,100,-999.9,1323.27,25.5506,96.6048,94.8989,NA
80,1718976822,486.9000001,20240621 08:33:42,8:33:42,5,1476,ozzie,1718976814,0.001178383,1.178382677,5.251974403,1260.606923,1068.750996,105.8305357,124.8286143,0.055747926,2.910270604,0.055161394,0.034528055,321.5150527,31.70795885,31.70795885,4.696718175,62.03272379,2.659929921,4.287946359,2.036788254,-51.96667607,-250.3963221,-19.30384213,-0.151787599,27.06437235,1.177558355,5.251974403,1344.085527,1319.976121,3.474124675,64.72,1.178382677,25.4904894,26.8664497,4.27E-06,125.0251122,0,0,1,0,51794,1999.997692,1681.197762,0.840599851,0.160757712,6,0.5,0: Broadleaf,2,TRUE,1718976814,1260.606923,1294.863846,26.86183846,25.48679231,1264.596923,26.47690769,500.0240769,98.92263846,0.099992662,30.11204615,30.44018462,999.9,0,0,9998.224615,0,3.863177692,-34.25716154,1295.403077,1328.727692,1.375045385,1294.863846,25.48679231,2.657243077,2.521221538,22.02306154,21.16414615,1999.997692,0.980005846,0.019994592,0,2.208223077,0,24375.84615,17403.83077,38.625,39.02384615,38.25,37.937,38.25,1960.007692,39.99,0,1718976791,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-33.911285,-6.15864812,0.648246155,0,1.375198,-0.000886917,0.000697557,1,1,2,2-Jan,3.13115,2.77788,0.21272,0.215714,0.122248,0.118358,29646.9,31731.6,34069.9,36667.5,42201.2,46359.8,53140.7,58552.3,1.97027,1.9597,0.137091,0,28.2159,999.9,71.261,27.039,25.8423,60.642,47.6643,1,-0.10419,0.0697168,20.1605,5.19707,12.0099,4.9752,3.29385,9999,9999,999.9,9999,1.86301,1.8678,1.86751,1.86874,1.86961,1.8656,1.86672,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4,0.385,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34510.4,34510.2,2.5647,2.56592,1.54785,2.28882,1.64673,2.34253,31.0636,15.603,18,502.601,488.216,28.3355,26.8665,30.0002,26.8046,26.7537,51.4297,0,100,-999.9,1343.49,25.5506,96.6044,94.899,NA
81,1718976827,491.9000001,20240621 08:33:47,8:33:47,5,1476,ozzie,1718976819,0.001179561,1.179560556,5.500164818,1277.213846,1077.798476,106.7260528,126.4726156,0.055777993,2.910256013,0.05519083,0.034546508,321.5161576,31.7126904,31.7126904,4.697978839,62.0226711,2.660266826,4.28918455,2.037712012,-52.01862053,-250.34812,-19.30115275,-0.151735615,27.20501652,1.177942592,5.500164818,1360.929153,1336.916909,3.394525541,64.72,1.179560556,25.49250448,26.86990606,7.51E-06,125.0251122,0,0,1,0,51737,2000.004615,1681.203577,0.840599849,0.160757708,6,0.5,0: Broadleaf,2,TRUE,1718976819,1277.213846,1311.666154,26.86533846,25.48974615,1281.208462,26.4804,499.9868462,98.92228462,0.099986408,30.11707692,30.44343077,999.9,0,0,9998.176923,0,3.86148,-34.45209231,1312.473846,1345.974615,1.375583077,1311.666154,25.48974615,2.657579231,2.521505385,22.02514615,21.16596923,2000.004615,0.980005846,0.019994592,0,2.129492308,0,24360.58462,17403.9,38.62976923,39.03338462,38.25,37.937,38.25,1960.014615,39.99,0,1718976796,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-34.23882857,-2.876750649,0.383344733,0,1.375257619,0.003829091,0.000703785,1,1,2,2-Jan,3.13124,2.77804,0.214413,0.217467,0.122257,0.118364,29583,31660.9,34069.7,36667.6,42200.7,46359.7,53140.3,58552.3,1.97047,1.9592,0.136837,0,28.2183,999.9,71.261,27.039,25.8433,60.682,47.9207,1,-0.103839,0.0697168,20.1605,5.19737,12.0099,4.9751,3.294,9999,9999,999.9,9999,1.86298,1.86777,1.86752,1.86874,1.86958,1.86557,1.8667,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34510.5,34510.3,2.59399,2.57935,1.54785,2.28882,1.64673,2.29858,31.0636,15.5855,18,502.759,487.928,28.3392,26.8694,30.0004,26.8078,26.757,51.9361,0,100,-999.9,1356.97,25.5506,96.6038,94.8992,NA
82,1718976832,496.9000001,20240621 08:33:52,8:33:52,5,1476,ozzie,1718976824,0.001177694,1.177693887,5.584202793,1293.925385,1091.269869,108.0597552,128.1271153,0.055678599,2.912136318,0.055093888,0.034485702,321.5176308,31.71496452,31.71496452,4.698584854,62.01911105,2.660532219,4.289858681,2.038052635,-51.9363004,-250.4369672,-19.29601316,-0.151649894,27.44018823,1.177975874,5.584202793,1378.862943,1354.341091,3.47470303,64.72,1.177693887,25.49543591,26.87067091,9.15E-07,125.0251122,0,0,1,0,51747,2000.013846,1681.211331,0.840599846,0.160757702,6,0.5,0: Broadleaf,2,TRUE,1718976824,1293.925385,1328.682308,26.86808462,25.49250769,1297.924615,26.48313846,500.0051538,98.92214615,0.099881546,30.11981538,30.4472,999.9,0,0,10008.95,0,3.86339,-34.75696154,1329.65,1363.44,1.375570769,1328.682308,25.49250769,2.657846154,2.521773077,22.02680769,21.16770769,2000.013846,0.980005846,0.019994592,0,2.183069231,0,24345.80769,17403.98462,38.63453846,39.03815385,38.25,37.937,38.25,1960.023846,39.99,0,1718976801,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-34.5746,-3.266625974,0.41538183,0,1.375508571,0.00164961,0.000601231,1,1,2,2-Jan,3.13116,2.77806,0.216122,0.219094,0.122264,0.118376,29518.5,31594.7,34069.5,36667.1,42200.3,46359,53140,58551.9,1.97018,1.95955,0.137046,0,28.2183,999.9,71.261,27.039,25.8435,60.302,47.7083,1,-0.0386789,0,20.1605,5.19752,12.0099,4.97535,3.294,9999,9999,999.9,9999,1.86298,1.86779,1.86751,1.86874,1.86957,1.8656,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34510.6,34510.4,2.61719,2.5708,1.54785,2.28882,1.64673,2.30103,31.0636,15.5943,18,502.591,488.18,28.3426,26.8728,30.0003,26.8108,26.7604,52.492,0,100,-999.9,1377.12,25.5506,96.6032,94.8983,NA
83,1718976837,501.9000001,20240621 08:33:57,8:33:57,5,1476,ozzie,1718976829,0.001177399,1.177399174,5.488096796,1310.658462,1110.038418,109.9186431,129.7845168,0.055635226,2.911107715,0.055051216,0.03445897,321.5264702,31.71986643,31.71986643,4.699891366,62.0097127,2.660778507,4.290906039,2.039112859,-51.92330358,-250.4502193,-19.30472501,-0.15177761,27.4373548,1.17770271,5.488096796,1395.540641,1371.433455,3.416362771,64.72,1.177399174,25.49866347,26.87352667,4.03E-06,125.0251122,0,0,1,0,51718,2000.069231,1681.257854,0.840599829,0.16075767,6,0.5,0: Broadleaf,2,TRUE,1718976829,1310.658462,1345.435385,26.87047692,25.49521538,1314.663077,26.48552308,500.0026154,98.92242308,0.099954331,30.12406923,30.44979231,999.9,0,0,10003.03538,0,3.876122308,-34.77486154,1346.85,1380.633846,1.375256154,1345.435385,25.49521538,2.658090769,2.522047692,22.02832308,21.16947692,2000.069231,0.980006308,0.019994115,0,2.142161538,0,24332.13077,17404.47692,38.63453846,39.04292308,38.25,37.937,38.25476923,1960.079231,39.99,0,1718976806,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-34.732415,-0.924978947,0.299977431,0,1.375371,-0.004434586,0.000761984,1,1,2,2-Jan,3.13137,2.77787,0.217799,0.220801,0.12227,0.118381,29455.2,31525.6,34069.3,36667,42200.3,46358.5,53140.1,58551.3,1.9704,1.95938,0.137486,0,28.2168,999.9,71.261,27.05,25.8592,60.282,47.7524,1,-0.103338,0.0697168,20.1606,5.19797,12.0099,4.9749,3.29393,9999,9999,999.9,9999,1.86301,1.86779,1.86752,1.86874,1.86957,1.8656,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.02,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34510.6,34510.4,2.64893,2.58789,1.54785,2.28882,1.64673,2.34497,31.0636,15.5943,18,502.769,488.095,28.3461,26.8762,30.0003,26.8142,26.7635,52.9968,0,100,-999.9,1390.51,25.5506,96.6031,94.8976,NA
84,1718976842,506.9000001,20240621 08:34:02,8:34:02,5,1476,ozzie,1718976834,0.0011792,1.179199652,5.21983256,1327.463846,1134.140605,112.305565,131.4489373,0.055715125,2.91078884,0.055129383,0.034507978,321.5208228,31.7216768,31.7216768,4.700373966,62.00817719,2.661041506,4.291436432,2.039332459,-52.00270464,-250.3688851,-19.30094746,-0.151714318,27.54697635,1.177756338,5.21983256,1413.272905,1389.003758,3.513845887,64.72,1.179199652,25.50065853,26.87742848,7.99E-06,125.0251122,0,0,1,0,51680,2000.033846,1681.228131,0.84059984,0.160757691,6,0.5,0: Broadleaf,2,TRUE,1718976834,1327.463846,1362.392308,26.87306923,25.4979,1331.473077,26.48813077,500.0576154,98.9226,0.100011954,30.12622308,30.45355385,999.9,0,0,10001.19308,0,3.893097692,-34.92693077,1364.123077,1398.038462,1.375180769,1362.392308,25.4979,2.658353077,2.522317692,22.02993846,21.17122308,2000.033846,0.980005846,0.019994592,0,2.192146154,0,24317.17692,17404.16154,38.62976923,39.05246154,38.25,37.94669231,38.25953846,1960.043846,39.99,0,1718976811,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-34.8034,-1.414535065,0.318209753,0,1.375426667,-0.002983636,0.000777722,1,1,2,2-Jan,3.1311,2.77812,0.219497,0.222413,0.122278,0.11839,29391.2,31460.4,34069.1,36667,42199.8,46358.2,53139.7,58551.4,1.9702,1.95925,0.137731,0,28.213,999.9,71.261,27.039,25.8409,60.652,47.8966,1,-0.0380742,0,20.1605,5.19737,12.0099,4.9752,3.29395,9999,9999,999.9,9999,1.86303,1.86774,1.86751,1.86874,1.86957,1.8656,1.86673,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.01,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34510.7,34510.5,2.6709,2.57568,1.54785,2.28882,1.64673,2.21558,31.0636,15.5855,18,502.663,488.043,28.3494,26.8796,30.0003,26.8169,26.7666,53.5504,0,100,-999.9,1410.63,25.5506,96.6025,94.8977,NA
85,1718976847,511.9000001,20240621 08:34:07,8:34:07,5,1476,ozzie,1718976839,0.001178645,1.178645417,5.439900813,1344.293077,1143.993959,113.2814554,133.1156296,0.055669538,2.910411687,0.055084673,0.034479957,321.5264702,31.72525877,31.72525877,4.701328959,62.00299629,2.661310178,4.292228339,2.040018781,-51.97826287,-250.3939647,-19.30603,-0.151787382,27.41192034,1.177794617,5.439900813,1430.119153,1406.089515,3.413377489,64.72,1.178645417,25.50348119,26.87962303,4.70E-06,125.0251122,0,0,1,0,51921,2000.069231,1681.257854,0.840599829,0.16075767,6,0.5,0: Broadleaf,2,TRUE,1718976839,1344.293077,1379.083077,26.87573846,25.50053846,1348.306154,26.49080769,500.0613077,98.92271538,0.100058685,30.12943846,30.45580769,999.9,0,0,9999.023846,0,3.909648462,-34.78936154,1381.420769,1415.170769,1.375213846,1379.083077,25.50053846,2.658620769,2.522580769,22.03157692,21.17293846,2000.069231,0.980006077,0.019994354,0,2.211369231,0,24303.53846,17404.46923,38.625,39.05246154,38.25,37.95638462,38.26430769,1960.079231,39.99,0,1718976816,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-34.843215,0.923842105,0.28033001,0,1.375258,0.001488722,0.000645202,1,1,2,2-Jan,3.1314,2.77816,0.221146,0.224117,0.122284,0.118395,29329,31391.5,34069,36666.9,42199.7,46358,53139.7,58551.2,1.96995,1.95963,0.137873,0,28.2069,999.9,71.261,27.05,25.8595,60.362,47.5361,1,-0.0379116,0,20.1606,5.19797,12.0099,4.97535,3.29395,9999,9999,999.9,9999,1.863,1.86776,1.86752,1.86874,1.86955,1.86562,1.86673,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.02,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34510.8,34510.6,2.70142,2.57568,1.54785,2.28882,1.64673,2.37549,31.0636,15.5943,18,502.531,488.306,28.3527,26.883,30.0003,26.8203,26.7693,54.0405,0,100,-999.9,1424.03,25.5506,96.6023,94.8973,NA
86,1718976852,516.9000001,20240621 08:34:12,8:34:12,5,1476,ozzie,1718976844,0.001179059,1.179058885,5.460691734,1361.13,1159.686894,114.8349841,134.7823647,0.055677602,2.912314565,0.055092947,0.034485109,321.5245059,31.72772048,31.72772048,4.701985375,61.99652657,2.661575209,4.293103753,2.040410167,-51.99649681,-250.3862019,-19.29339009,-0.151582879,27.49018346,1.178099431,5.460691734,1447.944497,1423.523758,3.485160173,64.72,1.179058885,25.50554021,26.88222424,5.52E-06,125.0251122,0,0,1,0,51623,2000.056923,1681.247515,0.840599833,0.160757678,6,0.5,0: Broadleaf,2,TRUE,1718976844,1361.13,1396.04,26.87851538,25.50289231,1365.146154,26.4936,500.0354615,98.92242308,0.0999809,30.13299231,30.45666154,999.9,0,0,10009.94231,0,3.915589231,-34.90903077,1398.727692,1432.575385,1.37565,1396.04,25.50289231,2.658889231,2.522806923,22.03322308,21.17439231,2000.056923,0.980005846,0.019994592,0,2.138623077,0,24289.89231,17404.34615,38.64407692,39.04769231,38.25,37.97576923,38.26907692,1960.066923,39.99,0,1718976821,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-34.852095,-1.246073684,0.292497794,0,1.3753495,0.004669624,0.00064668,1,1,2,2-Jan,3.13109,2.77795,0.222805,0.225681,0.122293,0.118403,29266.6,31327.8,34068.9,36666.4,42199.3,46357.3,53139.5,58550.6,1.97015,1.95923,0.138357,0,28.2009,999.9,71.237,27.07,25.8801,60.762,47.9728,1,-0.037561,0,20.1605,5.19752,12.0099,4.9753,3.29395,9999,9999,999.9,9999,1.86302,1.86776,1.86751,1.86874,1.86958,1.86562,1.86673,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.02,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34510.9,34510.7,2.72339,2.58057,1.54785,2.2876,1.64673,2.21802,31.0853,15.5768,18,502.689,488.081,28.3563,26.8864,30.0003,26.8235,26.7727,54.5943,0,100,-999.9,1444.15,25.5506,96.6021,94.8962,NA
